,Date (Year/Month), PRIMARY DESCRIPTION,LATITUDE,LONGITUDE
4838,2019-08,THEFT,41.680692908000005,-87.66244607899999
4839,2019-08,THEFT,41.680692908000005,-87.66244607899999
4840,2019-08,THEFT,41.680692908000005,-87.66244607899999
4842,2019-08,THEFT,41.680692908000005,-87.66244607899999
4843,2019-08,THEFT,41.680692908000005,-87.66244607899999
4844,2019-08,THEFT,41.680692908000005,-87.66244607899999
4858,2019-08,BATTERY,41.68073342,-87.619516276
4860,2019-08,THEFT,41.68073342,-87.619516276
4861,2019-08,BATTERY,41.68073342,-87.619516276
4877,2019-08,WEAPONS VIOLATION,41.680767159,-87.65174498399999
4878,2019-08,CRIMINAL DAMAGE,41.68076853,-87.63235407
4898,2019-08,CRIMINAL DAMAGE,41.680799541,-87.669942159
4933,2019-08,DECEPTIVE PRACTICE,41.680859813000005,-87.68482977200001
4953,2019-08,THEFT,41.680927574,-87.646881826
4979,2019-08,BATTERY,41.680949737,-87.635976238
4987,2019-08,CRIMINAL DAMAGE,41.680950591,-87.539651245
4989,2019-08,CRIMINAL TRESPASS,41.680969131,-87.669845238
4990,2019-08,BATTERY,41.680969131,-87.669845238
5014,2019-08,BATTERY,41.68103354,-87.61790955200001
5015,2019-08,CRIMINAL DAMAGE,41.68103354,-87.61790955200001
5016,2019-08,CRIMINAL DAMAGE,41.68103354,-87.61790955200001
5025,2019-08,BATTERY,41.681062292,-87.635982344
5027,2019-08,THEFT,41.681099281,-87.62275565600001
5034,2019-08,ROBBERY,41.681109735999996,-87.64201841100001
5049,2019-08,BATTERY,41.681191188,-87.660833831
5050,2019-08,CRIMINAL DAMAGE,41.681191188,-87.660833831
5060,2019-08,CRIMINAL DAMAGE,41.681357737,-87.62061858700001
5064,2019-08,MOTOR VEHICLE THEFT,41.681367615,-87.67903699600001
5081,2019-08,WEAPONS VIOLATION,41.681485524,-87.67087593299999
5082,2019-08,NARCOTICS,41.681485524,-87.67087593299999
5084,2019-08,NARCOTICS,41.681499181,-87.67086481
5085,2019-08,NARCOTICS,41.681499181,-87.67086481
5101,2019-08,NARCOTICS,41.681559363000005,-87.670831246
5109,2019-08,OTHER OFFENSE,41.681572743000004,-87.619444766
5111,2019-08,NARCOTICS,41.681573042,-87.67082378399999
5120,2019-08,WEAPONS VIOLATION,41.681599435,-87.629108924
5144,2019-08,NARCOTICS,41.681777786,-87.63721196600001
5147,2019-08,BATTERY,41.681842804,-87.64116126100001
5172,2019-08,BATTERY,41.681966098000004,-87.645699332
5176,2019-08,ASSAULT,41.681988948000004,-87.662568066
5181,2019-08,THEFT,41.681988948000004,-87.662568066
5182,2019-08,ASSAULT,41.681988948000004,-87.662568066
5183,2019-08,WEAPONS VIOLATION,41.682002748,-87.644487216
5184,2019-08,BURGLARY,41.682011803,-87.646917893
5186,2019-08,WEAPONS VIOLATION,41.682040539,-87.54011375399999
5192,2019-08,BATTERY,41.682069199000004,-87.667875405
5201,2019-08,CRIMINAL DAMAGE,41.682096781,-87.672656138
5207,2019-08,CRIMINAL DAMAGE,41.682128106,-87.642055101
5211,2019-08,ROBBERY,41.682132435,-87.672652113
5218,2019-08,CRIMINAL DAMAGE,41.682158799,-87.65178887100001
5225,2019-08,CRIMINAL DAMAGE,41.68219002,-87.672644202
5234,2019-08,CRIMINAL DAMAGE,41.682216426,-87.65178826299999
5247,2019-08,BATTERY,41.682254272,-87.624027895
5250,2019-08,CRIMINAL DAMAGE,41.682282776,-87.70534171700001
5264,2019-08,THEFT,41.682315718000005,-87.66260128100001
5276,2019-08,THEFT,41.682331813000005,-87.66772992700001
5283,2019-08,CRIMINAL DAMAGE,41.682334925999996,-87.62065173399999
5289,2019-08,BATTERY,41.682334925999996,-87.62065173399999
5293,2019-08,ASSAULT,41.682334925999996,-87.62065173399999
5300,2019-08,ASSAULT,41.682345445,-87.651794223
5302,2019-08,THEFT,41.682347179000004,-87.65301325799999
5332,2019-08,CRIMINAL DAMAGE,41.682424701,-87.655450553
5336,2019-08,BATTERY,41.68242634,-87.68086400700001
5340,2019-08,BATTERY,41.682447254,-87.64814696399999
5355,2019-08,THEFT,41.682494196,-87.662617732
5360,2019-08,ASSAULT,41.682500489,-87.656668814
5394,2019-08,SEX OFFENSE,41.682568382,-87.618913923
5395,2019-08,CRIMINAL DAMAGE,41.682568678,-87.61896151100001
5396,2019-08,ASSAULT,41.682570489,-87.618811396
5399,2019-08,THEFT,41.682581635,-87.61751533799999
5401,2019-08,BATTERY,41.682582992,-87.66892809299999
5405,2019-08,CRIMINAL DAMAGE,41.682593817,-87.63240381600001
5409,2019-08,CRIMINAL DAMAGE,41.682596015,-87.615421182
5417,2019-08,CRIMINAL DAMAGE,41.682611348,-87.655455915
5422,2019-08,THEFT,41.682620423,-87.677354961
5443,2019-08,DECEPTIVE PRACTICE,41.682695039,-87.650586117
5445,2019-08,CRIMINAL DAMAGE,41.682696383,-87.644831259
5451,2019-08,ASSAULT,41.682733905999996,-87.63603385200001
5468,2019-08,CRIMINAL TRESPASS,41.682835173,-87.64372054200001
5474,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.682864683000005,-87.62066785299999
5488,2019-08,WEAPONS VIOLATION,41.682938571,-87.668723088
5519,2019-08,BATTERY,41.6831947,-87.647392216
5549,2019-08,OTHER OFFENSE,41.683361968,-87.669806013
5559,2019-08,ASSAULT,41.683404529,-87.630791551
5570,2019-08,THEFT,41.683508771,-87.64209889799999
5576,2019-08,CRIMINAL DAMAGE,41.68354539,-87.62068596799999
5601,2019-08,WEAPONS VIOLATION,41.683682227,-87.622840725
5617,2019-08,THEFT,41.683831849,-87.625295546
5668,2019-08,THEFT,41.683938411,-87.72177412399999
5672,2019-08,CRIMINAL DAMAGE,41.683938508000004,-87.72179242700001
5674,2019-08,BATTERY,41.683943397,-87.61981394
5703,2019-08,BATTERY,41.683985599,-87.61425620899999
5709,2019-08,BATTERY,41.68398585,-87.614296476
5727,2019-08,BATTERY,41.684014753,-87.626476016
5741,2019-08,BATTERY,41.684034353,-87.639146234
5750,2019-08,THEFT,41.684059226,-87.673653799
5770,2019-08,BATTERY,41.684137281999995,-87.54012461100001
5773,2019-08,THEFT,41.684141387,-87.660371122
5781,2019-08,THEFT,41.684160442,-87.66269195
5804,2019-08,OTHER OFFENSE,41.684199655,-87.62530615700001
5806,2019-08,CRIMINAL DAMAGE,41.684205036,-87.668003495
5813,2019-08,CRIMINAL DAMAGE,41.684232725,-87.64612549299999
5822,2019-08,THEFT,41.684289811999996,-87.650638815
5830,2019-08,BATTERY,41.684328521,-87.62885951
5858,2019-08,BATTERY,41.684383426,-87.628862572
5859,2019-08,ARSON,41.684383426,-87.628862572
5893,2019-08,OTHER OFFENSE,41.684488593000005,-87.62766429700001
5895,2019-08,BATTERY,41.684497414,-87.65186303700001
5896,2019-08,BATTERY,41.684499335,-87.683951209
5901,2019-08,ASSAULT,41.68452433,-87.63125895299999
5912,2019-08,CRIMINAL DAMAGE,41.684563878,-87.620740626
5913,2019-08,CRIMINAL DAMAGE,41.684563878,-87.620740626
5936,2019-08,ASSAULT,41.684678113000004,-87.642141296
5940,2019-08,CRIMINAL DAMAGE,41.684717959000004,-87.66700975200001
5948,2019-08,BATTERY,41.684733877,-87.63366924600001
5951,2019-08,BATTERY,41.68476586,-87.63126365
5956,2019-08,THEFT,41.684787902,-87.642143782
5962,2019-08,ASSAULT,41.684789785999996,-87.66331509999999
5976,2019-08,ASSAULT,41.684809877,-87.642147208
5983,2019-08,THEFT,41.684809877,-87.642147208
5985,2019-08,CRIMINAL TRESPASS,41.684809877,-87.642147208
6001,2019-08,THEFT,41.684809877,-87.642147208
6004,2019-08,CRIMINAL TRESPASS,41.684809877,-87.642147208
6009,2019-08,ROBBERY,41.684809877,-87.642147208
6013,2019-08,ASSAULT,41.684809877,-87.642147208
6019,2019-08,CRIMINAL TRESPASS,41.684809877,-87.642147208
6038,2019-08,ASSAULT,41.684871205,-87.637303095
6044,2019-08,BATTERY,41.684927504,-87.653586476
6046,2019-08,MOTOR VEHICLE THEFT,41.684927504,-87.653586476
6047,2019-08,THEFT,41.68492772,-87.653623083
6068,2019-08,WEAPONS VIOLATION,41.684994388,-87.648672746
6083,2019-08,WEAPONS VIOLATION,41.685027199000004,-87.62288084299999
6084,2019-08,ASSAULT,41.685027199000004,-87.62288084299999
6089,2019-08,THEFT,41.685035121999995,-87.64584238100001
6101,2019-08,THEFT,41.685066436999996,-87.643283025
6108,2019-08,BURGLARY,41.685067053000004,-87.643385526
6136,2019-08,THEFT,41.685109458,-87.639943753
6144,2019-08,OTHER OFFENSE,41.685120287,-87.63901008799999
6146,2019-08,OTHER OFFENSE,41.685120287,-87.63901008799999
6152,2019-08,OTHER OFFENSE,41.685166583000004,-87.635326643
6154,2019-08,DECEPTIVE PRACTICE,41.685184293,-87.634176903
6157,2019-08,THEFT,41.685186414,-87.63407437299999
6160,2019-08,CRIMINAL DAMAGE,41.685192911,-87.633338445
6187,2019-08,THEFT,41.685249125,-87.71033209299999
6228,2019-08,OTHER OFFENSE,41.685350377,-87.620116901
6230,2019-08,MOTOR VEHICLE THEFT,41.685351894,-87.61991919100001
6247,2019-08,OTHER OFFENSE,41.685379491999996,-87.617736935
6255,2019-08,OTHER OFFENSE,41.685389756,-87.61630171200001
6258,2019-08,BATTERY,41.685390327,-87.616393231
6268,2019-08,BATTERY,41.685390327,-87.616393231
6272,2019-08,MOTOR VEHICLE THEFT,41.685407571999995,-87.61476023700001
6294,2019-08,THEFT,41.685458401,-87.668814308
6298,2019-08,THEFT,41.685471186,-87.664395348
6302,2019-08,BATTERY,41.685474655,-87.607964681
6316,2019-08,THEFT,41.685542831,-87.65554595799999
6317,2019-08,BATTERY,41.6855614,-87.653114856
6318,2019-08,STALKING,41.685566174,-87.650680237
6325,2019-08,OTHER OFFENSE,41.685582896,-87.680963913
6343,2019-08,OTHER OFFENSE,41.685618335,-87.65068334700001
6354,2019-08,BATTERY,41.685702753,-87.67887592299999
6370,2019-08,BATTERY,41.685729622,-87.613160452
6388,2019-08,CRIM SEXUAL ASSAULT,41.685780484,-87.65768882
6391,2019-08,CRIMINAL DAMAGE,41.685784818,-87.64638355299999
6392,2019-08,ASSAULT,41.685784839,-87.646387213
6398,2019-08,MOTOR VEHICLE THEFT,41.685795505,-87.613163379
6404,2019-08,ASSAULT,41.685843356,-87.665628918
6409,2019-08,BATTERY,41.685852769,-87.663944751
6417,2019-08,ASSAULT,41.685914611,-87.62082456899999
6418,2019-08,MOTOR VEHICLE THEFT,41.685923288000005,-87.53647460799999
6419,2019-08,MOTOR VEHICLE THEFT,41.685923288000005,-87.53647460799999
6423,2019-08,BATTERY,41.685953051,-87.62082780600001
6435,2019-08,THEFT,41.685996322,-87.618074236
6450,2019-08,OFFENSE INVOLVING CHILDREN,41.686104369,-87.664736588
6466,2019-08,THEFT,41.686167602,-87.656784154
6479,2019-08,BATTERY,41.686185073000004,-87.634931225
6482,2019-08,BATTERY,41.686187514000004,-87.649483831
6487,2019-08,MOTOR VEHICLE THEFT,41.68619909,-87.666869995
6492,2019-08,OTHER OFFENSE,41.686209212,-87.624529951
6494,2019-08,CRIMINAL DAMAGE,41.686209212,-87.624529951
6497,2019-08,BATTERY,41.686214418,-87.624039314
6501,2019-08,ASSAULT,41.686236291,-87.639763246
6504,2019-08,BURGLARY,41.686244461,-87.65678701
6507,2019-08,CRIMINAL TRESPASS,41.686261889,-87.64219024299999
6517,2019-08,WEAPONS VIOLATION,41.686263587,-87.62001162799999
6519,2019-08,DECEPTIVE PRACTICE,41.686266326,-87.64705206299999
6527,2019-08,BATTERY,41.686274003,-87.619037676
6547,2019-08,OFFENSE INVOLVING CHILDREN,41.686332268,-87.628921856
6549,2019-08,THEFT,41.686337893,-87.63614504
6550,2019-08,BATTERY,41.686338405,-87.61440208
6556,2019-08,THEFT,41.686351513000005,-87.615621062
6563,2019-08,BATTERY,41.686367139,-87.63373209299999
6564,2019-08,BATTERY,41.686370648,-87.64705827600001
6568,2019-08,BATTERY,41.686370648,-87.64705827600001
6570,2019-08,THEFT,41.686374160999996,-87.649489176
6583,2019-08,BATTERY,41.686423485,-87.608287179
6614,2019-08,BATTERY,41.686470449,-87.631322
6646,2019-08,CRIM SEXUAL ASSAULT,41.686637551,-87.60828843600001
6647,2019-08,BATTERY,41.686649132,-87.60708015600001
6670,2019-08,BATTERY,41.686764409,-87.60708252
6674,2019-08,OTHER OFFENSE,41.686796613,-87.61219667399999
6706,2019-08,BATTERY,41.687056038,-87.622118983
6708,2019-08,ASSAULT,41.687060559,-87.629539957
6718,2019-08,CRIM SEXUAL ASSAULT,41.687111756,-87.664773752
6738,2019-08,CRIMINAL DAMAGE,41.687160592,-87.654379394
6743,2019-08,THEFT,41.687182201,-87.68960991799999
6759,2019-08,THEFT,41.687216133,-87.656817102
6795,2019-08,BURGLARY,41.687333539,-87.654388559
6823,2019-08,MOTOR VEHICLE THEFT,41.687656151,-87.62776148299999
6830,2019-08,CRIMINAL DAMAGE,41.687708333,-87.663541097
6839,2019-08,CRIM SEXUAL ASSAULT,41.687746731,-87.62776415399999
6840,2019-08,OTHER OFFENSE,41.687746853,-87.64223658899999
6843,2019-08,DECEPTIVE PRACTICE,41.687762631,-87.71230316200001
6868,2019-08,CRIMINAL DAMAGE,41.687888715,-87.639818721
6888,2019-08,BATTERY,41.687961916,-87.63378437700001
6921,2019-08,CRIM SEXUAL ASSAULT,41.688029339,-87.624187791
6937,2019-08,ASSAULT,41.688056153000005,-87.639824245
6940,2019-08,WEAPONS VIOLATION,41.688062163000005,-87.62239347
6953,2019-08,THEFT,41.68807303,-87.62148904799999
6956,2019-08,ASSAULT,41.688082687,-87.637403942
6964,2019-08,CRIMINAL DAMAGE,41.688101839,-87.61949706700001
6971,2019-08,BATTERY,41.688129702,-87.683881751
6973,2019-08,THEFT,41.688144509000004,-87.614455194
6987,2019-08,DECEPTIVE PRACTICE,41.688177753000005,-87.611877375
6988,2019-08,CRIMINAL DAMAGE,41.68817892,-87.616889476
7000,2019-08,OTHER OFFENSE,41.688208049,-87.63499721299999
7001,2019-08,OTHER OFFENSE,41.688208049,-87.63499721299999
7002,2019-08,OTHER OFFENSE,41.688208049,-87.63499721299999
7008,2019-08,ASSAULT,41.688213758,-87.61324258200001
7033,2019-08,BATTERY,41.688221254,-87.53859534200001
7044,2019-08,BURGLARY,41.688232823,-87.60711359999999
7046,2019-08,THEFT,41.688232823,-87.60711359999999
7049,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.68825173,-87.61185824299999
7055,2019-08,BATTERY,41.688258373000004,-87.63379581
7062,2019-08,CRIMINAL DAMAGE,41.688268664,-87.613245631
7080,2019-08,THEFT,41.688302018,-87.60590464
7098,2019-08,THEFT,41.688353345,-87.627783154
7109,2019-08,OTHER OFFENSE,41.688421104,-87.62898693700001
7114,2019-08,OTHER OFFENSE,41.688470517,-87.615681717
7120,2019-08,NARCOTICS,41.688535339,-87.618155947
7122,2019-08,THEFT,41.688565935999996,-87.61689982700001
7154,2019-08,CRIMINAL DAMAGE,41.688729981,-87.622990213
7156,2019-08,CRIMINAL DAMAGE,41.688729981,-87.622990213
7191,2019-08,DECEPTIVE PRACTICE,41.688887977,-87.670093383
7198,2019-08,NARCOTICS,41.688908651999995,-87.626598183
7206,2019-08,BATTERY,41.688912564,-87.62634185600001
7211,2019-08,THEFT,41.688914655,-87.626235659
7217,2019-08,CRIMINAL DAMAGE,41.688918021,-87.709267898
7218,2019-08,NARCOTICS,41.688934376999995,-87.62453664899999
7219,2019-08,WEAPONS VIOLATION,41.688934376999995,-87.62453664899999
7242,2019-08,BURGLARY,41.689006784,-87.618945206
7259,2019-08,ASSAULT,41.689045293,-87.655662965
7261,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.689045293,-87.655662965
7262,2019-08,PUBLIC PEACE VIOLATION,41.689045293,-87.655662965
7266,2019-08,THEFT,41.689045293,-87.655662965
7278,2019-08,BATTERY,41.689110784,-87.612745639
7282,2019-08,BATTERY,41.689115469,-87.612617444
7313,2019-08,DECEPTIVE PRACTICE,41.689296624,-87.68107650299999
7333,2019-08,BATTERY,41.689347127,-87.656121111
7366,2019-08,SEX OFFENSE,41.689406231,-87.651265709
7373,2019-08,THEFT,41.6894341,-87.63263344799999
7378,2019-08,CRIMINAL DAMAGE,41.68946297,-87.531667685
7407,2019-08,BATTERY,41.689563829,-87.627821185
7419,2019-08,BATTERY,41.689603348,-87.637453455
7424,2019-08,CRIMINAL DAMAGE,41.689637211,-87.636248544
7439,2019-08,CRIMINAL TRESPASS,41.689766816,-87.630942005
7441,2019-08,CRIMINAL TRESPASS,41.689766816,-87.630942005
7444,2019-08,DECEPTIVE PRACTICE,41.689779925,-87.639878956
7446,2019-08,BATTERY,41.689784205,-87.663739239
7449,2019-08,CRIMINAL DAMAGE,41.689790726999995,-87.629019593
7453,2019-08,DECEPTIVE PRACTICE,41.689793179,-87.62897197
7456,2019-08,DECEPTIVE PRACTICE,41.689793179,-87.62897197
7470,2019-08,BATTERY,41.689822161,-87.626540588
7475,2019-08,OTHER OFFENSE,41.689826501,-87.64351407299999
7484,2019-08,OTHER OFFENSE,41.689850922,-87.624526588
7496,2019-08,THEFT,41.689856828,-87.624149415
7509,2019-08,CRIMINAL DAMAGE,41.689873321,-87.62237719
7510,2019-08,WEAPONS VIOLATION,41.689875273,-87.622249025
7518,2019-08,CRIMINAL DAMAGE,41.689932449000004,-87.618195392
7527,2019-08,BURGLARY,41.689948937,-87.61819887
7561,2019-08,THEFT,41.69002723,-87.608356551
7565,2019-08,ASSAULT,41.690045239,-87.61956345200001
7569,2019-08,ROBBERY,41.690045239,-87.61956345200001
7585,2019-08,MOTOR VEHICLE THEFT,41.690071685,-87.645960836
7595,2019-08,THEFT,41.690101345,-87.60835938
7609,2019-08,THEFT,41.690155989000004,-87.636264911
7614,2019-08,BATTERY,41.690162801,-87.65204489
7623,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.690241814000004,-87.627843067
7631,2019-08,CRIMINAL TRESPASS,41.690309508,-87.621021378
7668,2019-08,ASSAULT,41.690407488000005,-87.612090444
7670,2019-08,OTHER OFFENSE,41.690409336,-87.70444255700001
7695,2019-08,BURGLARY,41.690448522,-87.70810346200001
7697,2019-08,THEFT,41.690452664,-87.60836641899999
7717,2019-08,BURGLARY,41.690491278,-87.706883839
7721,2019-08,BURGLARY,41.690508894000004,-87.708102877
7735,2019-08,BATTERY,41.690552673,-87.60595251
7755,2019-08,THEFT,41.690640989,-87.605164338
7758,2019-08,ASSAULT,41.690640989,-87.605164338
7770,2019-08,THEFT,41.690684581999996,-87.70811216
7777,2019-08,BATTERY,41.690696992,-87.629123207
7788,2019-08,NARCOTICS,41.690698838,-87.628976735
7800,2019-08,WEAPONS VIOLATION,41.690701233,-87.664282585
7809,2019-08,BATTERY,41.690701768000004,-87.62855931600001
7825,2019-08,WEAPONS VIOLATION,41.690732137,-87.626354884
7827,2019-08,ASSAULT,41.690732137,-87.626354884
7834,2019-08,BURGLARY,41.690749292,-87.70689231899999
7838,2019-08,CRIMINAL DAMAGE,41.690759878,-87.62417610899999
7847,2019-08,BURGLARY,41.690768501,-87.706892133
7889,2019-08,CRIMINAL DAMAGE,41.690987349000004,-87.607858816
7906,2019-08,BATTERY,41.691035913,-87.53528016899999
7936,2019-08,OFFENSE INVOLVING CHILDREN,41.691194755,-87.5328654
7941,2019-08,OTHER OFFENSE,41.691277497,-87.625785069
7944,2019-08,BATTERY,41.691281071,-87.621032627
7976,2019-08,CRIMINAL DAMAGE,41.691320951,-87.716688171
7987,2019-08,THEFT,41.691357929,-87.621035441
8004,2019-08,DECEPTIVE PRACTICE,41.69137165,-87.62103528899999
8018,2019-08,ASSAULT,41.691406893,-87.540108532
8041,2019-08,CRIMINAL DAMAGE,41.691413679,-87.66882624600001
8056,2019-08,OTHER OFFENSE,41.691459714000004,-87.64356985100001
8059,2019-08,CRIMINAL DAMAGE,41.691460625,-87.70749686200001
8064,2019-08,OTHER OFFENSE,41.691473341,-87.672032967
8070,2019-08,CRIMINAL DAMAGE,41.691488355,-87.70603937799999
8071,2019-08,OTHER OFFENSE,41.691492747,-87.63630906
8072,2019-08,CRIMINAL DAMAGE,41.691498087,-87.656951643
8099,2019-08,ASSAULT,41.691583891,-87.630995465
8113,2019-08,BATTERY,41.691610754,-87.628659234
8117,2019-08,BATTERY,41.691612758000005,-87.628538388
8124,2019-08,BATTERY,41.691612891999995,-87.628560354
8131,2019-08,WEAPONS VIOLATION,41.691618023000004,-87.64114434700001
8171,2019-08,BATTERY,41.691653719,-87.641147626
8175,2019-08,BATTERY,41.691659653,-87.62456165200001
8180,2019-08,NARCOTICS,41.691663425,-87.62428334799999
8182,2019-08,THEFT,41.691665138000005,-87.671979744
8212,2019-08,NARCOTICS,41.691713853,-87.618248888
8213,2019-08,NARCOTICS,41.691715916999996,-87.64236252799999
8218,2019-08,BATTERY,41.691731555,-87.63631746600001
8228,2019-08,BURGLARY,41.691751683,-87.68524395799999
8248,2019-08,BATTERY,41.691780078,-87.633915093
8258,2019-08,THEFT,41.691788999,-87.67971859
8282,2019-08,BATTERY,41.691818411,-87.678136584
8312,2019-08,BURGLARY,41.691874338000005,-87.61187268299999
8333,2019-08,BURGLARY,41.691889079,-87.613348047
8352,2019-08,DECEPTIVE PRACTICE,41.691918691,-87.672643515
8359,2019-08,WEAPONS VIOLATION,41.691928694,-87.663468026
8365,2019-08,NARCOTICS,41.691964476,-87.621043395
8366,2019-08,BATTERY,41.691972105,-87.619619039
8377,2019-08,CRIMINAL DAMAGE,41.692040053,-87.61335368600001
8411,2019-08,THEFT,41.692041778000004,-87.665923635
8450,2019-08,THEFT,41.692067961999996,-87.61826327200001
8457,2019-08,THEFT,41.692103635,-87.618262877
8463,2019-08,THEFT,41.692122131,-87.661346081
8470,2019-08,NARCOTICS,41.692138708,-87.66042690299999
8486,2019-08,BATTERY,41.692165244,-87.657933227
8487,2019-08,ASSAULT,41.69216675,-87.658189507
8489,2019-08,CRIMINAL DAMAGE,41.692169743,-87.657764756
8497,2019-08,ASSAULT,41.692196734,-87.605985248
8528,2019-08,THEFT,41.692251616,-87.60598462899999
8529,2019-08,CRIMINAL DAMAGE,41.692251616,-87.60598462899999
8542,2019-08,ASSAULT,41.692265493,-87.527041525
8546,2019-08,BATTERY,41.692273984,-87.61214648200001
8573,2019-08,THEFT,41.692335431,-87.644073089
8585,2019-08,THEFT,41.692352348,-87.64277677700001
8588,2019-08,NARCOTICS,41.692358646,-87.623096746
8626,2019-08,CRIMINAL TRESPASS,41.692358646,-87.623096746
8639,2019-08,BATTERY,41.692358646,-87.623096746
8644,2019-08,THEFT,41.692358646,-87.623096746
8646,2019-08,THEFT,41.692358646,-87.623096746
8652,2019-08,OTHER OFFENSE,41.692358646,-87.623096746
8658,2019-08,CRIMINAL TRESPASS,41.692358646,-87.623096746
8667,2019-08,CRIMINAL TRESPASS,41.692358646,-87.623096746
8672,2019-08,OTHER OFFENSE,41.692363894,-87.64150249
8676,2019-08,ROBBERY,41.692363894,-87.64150249
8685,2019-08,CRIMINAL TRESPASS,41.692364149,-87.605987023
8699,2019-08,MOTOR VEHICLE THEFT,41.692376905,-87.6404735
8712,2019-08,THEFT,41.692378887,-87.621046145
8716,2019-08,THEFT,41.692378887,-87.621046145
8731,2019-08,BATTERY,41.692413731,-87.70212733700001
8750,2019-08,THEFT,41.692466898,-87.68117628700001
8755,2019-08,THEFT,41.692486321,-87.631370095
8814,2019-08,THEFT,41.692563205,-87.70086269
8818,2019-08,BATTERY,41.692569761,-87.62439788200001
8820,2019-08,THEFT,41.692569761,-87.62439788200001
8826,2019-08,NARCOTICS,41.692569761,-87.62439788200001
8845,2019-08,BATTERY,41.692569761,-87.62439788200001
8853,2019-08,CRIMINAL TRESPASS,41.692569761,-87.62439788200001
8885,2019-08,THEFT,41.692586937,-87.622735417
8887,2019-08,ASSAULT,41.692586937,-87.622735417
8889,2019-08,WEAPONS VIOLATION,41.692587095,-87.622761045
