,Date (Year/Month), PRIMARY DESCRIPTION,LATITUDE,LONGITUDE
188486,2019-08,THEFT,41.900993131999996,-87.627621735
188490,2019-08,ASSAULT,41.900993131999996,-87.627621735
188503,2019-08,DECEPTIVE PRACTICE,41.901026935,-87.748391825
188535,2019-08,THEFT,41.901073698000005,-87.63136393
188566,2019-08,BATTERY,41.901087501,-87.7532988
188571,2019-08,BATTERY,41.901092395,-87.77533121200001
188578,2019-08,DECEPTIVE PRACTICE,41.901094978,-87.62767204
188584,2019-08,MOTOR VEHICLE THEFT,41.901098417,-87.63136733200001
188614,2019-08,CRIMINAL DAMAGE,41.901131448,-87.75821695399999
188637,2019-08,THEFT,41.901133376,-87.629904979
188640,2019-08,THEFT,41.901133376,-87.629904979
188665,2019-08,ASSAULT,41.901161592,-87.753298129
188667,2019-08,BATTERY,41.901166031,-87.766830543
188687,2019-08,THEFT,41.901170711,-87.77169395799999
188700,2019-08,BATTERY,41.901170711,-87.77169395799999
188710,2019-08,ROBBERY,41.901189742,-87.66743443799999
188753,2019-08,BURGLARY,41.901258016999996,-87.71650907799999
188775,2019-08,BATTERY,41.901269572,-87.663231349
188791,2019-08,DECEPTIVE PRACTICE,41.90129133,-87.63284923299999
188813,2019-08,NARCOTICS,41.90131451,-87.725041634
188814,2019-08,NARCOTICS,41.90131451,-87.725041634
188815,2019-08,NARCOTICS,41.90131451,-87.725041634
188822,2019-08,CRIMINAL DAMAGE,41.90131451,-87.725041634
188824,2019-08,NARCOTICS,41.90131451,-87.725041634
188858,2019-08,NARCOTICS,41.901333719,-87.72504145100001
188888,2019-08,DECEPTIVE PRACTICE,41.901361235,-87.752076782
188894,2019-08,CRIMINAL DAMAGE,41.901367155,-87.718950781
188912,2019-08,NARCOTICS,41.901377109,-87.717734819
188917,2019-08,NARCOTICS,41.901377109,-87.717734819
188930,2019-08,THEFT,41.901388601,-87.72504093
188970,2019-08,MOTOR VEHICLE THEFT,41.901425083,-87.753306765
188971,2019-08,THEFT,41.901425148,-87.673988854
188974,2019-08,ROBBERY,41.901427038,-87.725044239
188977,2019-08,THEFT,41.901428575,-87.720173406
188991,2019-08,CRIMINAL DAMAGE,41.901453501,-87.72382444600001
188998,2019-08,ROBBERY,41.901467724,-87.711632566
189001,2019-08,BATTERY,41.901470428,-87.717737595
189006,2019-08,BATTERY,41.901476939,-87.71895340200001
189013,2019-08,THEFT,41.901487820999996,-87.70674685700001
189044,2019-08,SEX OFFENSE,41.901526615,-87.67111527600001
189051,2019-08,NARCOTICS,41.901536821,-87.72504687
189052,2019-08,NARCOTICS,41.901541103,-87.72017600299999
189084,2019-08,OTHER OFFENSE,41.901570282,-87.73718322
189086,2019-08,BATTERY,41.901570399,-87.701783389
189099,2019-08,ASSAULT,41.901579733,-87.66418317
189110,2019-08,CRIMINAL DAMAGE,41.901583079,-87.62671895
189111,2019-08,CRIMINAL DAMAGE,41.901583282,-87.62675200700001
189122,2019-08,CRIM SEXUAL ASSAULT,41.90159942,-87.71774003
189129,2019-08,NARCOTICS,41.90159942,-87.71774003
189136,2019-08,NARCOTICS,41.901615213,-87.72017896700001
189149,2019-08,CRIMINAL DAMAGE,41.901623089,-87.734673845
189185,2019-08,THEFT,41.901655821999995,-87.726272633
189193,2019-08,BURGLARY,41.901662586,-87.69809813299999
189195,2019-08,THEFT,41.90166446,-87.732087434
189226,2019-08,THEFT,41.901680889,-87.628345154
189239,2019-08,NARCOTICS,41.901682805,-87.718962448
189270,2019-08,THEFT,41.901705064,-87.69684877899999
189277,2019-08,NARCOTICS,41.901708532,-87.72018174799999
189286,2019-08,ROBBERY,41.901713467,-87.72627576
189288,2019-08,OFFENSE INVOLVING CHILDREN,41.901714528,-87.710586946
189306,2019-08,BURGLARY,41.901730923,-87.727502489
189332,2019-08,WEAPONS VIOLATION,41.901756915,-87.718965411
189333,2019-08,ASSAULT,41.901756915,-87.718965411
189344,2019-08,NARCOTICS,41.901766849,-87.71774576799999
189420,2019-08,NARCOTICS,41.901805286,-87.717749072
189426,2019-08,BATTERY,41.901811797,-87.718964885
189431,2019-08,NARCOTICS,41.901821059,-87.720184345
189433,2019-08,NARCOTICS,41.901821751,-87.717748914
189440,2019-08,THEFT,41.901822321,-87.633071176
189454,2019-08,THEFT,41.901822321,-87.633071176
189455,2019-08,CRIMINAL DAMAGE,41.901822734,-87.68210651
189466,2019-08,DECEPTIVE PRACTICE,41.901834826,-87.631972713
189473,2019-08,NARCOTICS,41.901840959,-87.71774873
189479,2019-08,NARCOTICS,41.901840959,-87.71774873
189485,2019-08,NARCOTICS,41.901840959,-87.71774873
189488,2019-08,OTHER OFFENSE,41.901845985,-87.72383540700001
189490,2019-08,CRIMINAL DAMAGE,41.901850234,-87.71896819
189531,2019-08,THEFT,41.901884896999995,-87.698103276
189539,2019-08,NARCOTICS,41.901898605,-87.717751849
189559,2019-08,PUBLIC PEACE VIOLATION,41.90191507,-87.717751691
189602,2019-08,CRIMINAL DAMAGE,41.902008389,-87.695133986
189610,2019-08,BURGLARY,41.902010439,-87.695009072
189635,2019-08,THEFT,41.902028979,-87.773240266
189682,2019-08,CRIMINAL DAMAGE,41.902073041,-87.63684463700001
189686,2019-08,OTHER OFFENSE,41.902077998,-87.68794821799999
189691,2019-08,CRIMINAL DAMAGE,41.90208542,-87.769632535
189731,2019-08,BURGLARY,41.90211025,-87.685391239
189760,2019-08,DECEPTIVE PRACTICE,41.902141420999996,-87.765958681
189795,2019-08,NARCOTICS,41.902182085999996,-87.76198374299999
189797,2019-08,ASSAULT,41.902182378,-87.762042514
189804,2019-08,CRIMINAL DAMAGE,41.902185965,-87.761660452
189809,2019-08,WEAPONS VIOLATION,41.902193212,-87.706769347
189821,2019-08,THEFT,41.902206942,-87.67154904899999
189844,2019-08,THEFT,41.902243139,-87.75608377200001
189847,2019-08,BATTERY,41.902243139,-87.75608377200001
189857,2019-08,ROBBERY,41.902253774,-87.75547022399999
189860,2019-08,INTIMIDATION,41.902259195,-87.75491182399999
189861,2019-08,THEFT,41.902259547,-87.754981614
189865,2019-08,BATTERY,41.902260233,-87.637393606
189873,2019-08,ASSAULT,41.90227194,-87.75362970299999
189886,2019-08,DECEPTIVE PRACTICE,41.902275956,-87.69686514899999
189892,2019-08,THEFT,41.902283468,-87.75265248299999
189893,2019-08,THEFT,41.902284129,-87.68947058799999
189916,2019-08,CRIMINAL DAMAGE,41.902297963,-87.751179331
189922,2019-08,ROBBERY,41.902315202,-87.749709827
189974,2019-08,CRIMINAL TRESPASS,41.902365801,-87.71685473299999
189976,2019-08,CRIMINAL TRESPASS,41.902365801,-87.71685473299999
189996,2019-08,CRIMINAL TRESPASS,41.902365801,-87.71685473299999
189999,2019-08,ROBBERY,41.902365801,-87.71685473299999
190001,2019-08,CRIMINAL TRESPASS,41.902365801,-87.71685473299999
190008,2019-08,CRIMINAL TRESPASS,41.902365801,-87.71685473299999
190011,2019-08,NARCOTICS,41.902365801,-87.71685473299999
190015,2019-08,NARCOTICS,41.902365801,-87.71685473299999
190069,2019-08,CRIMINAL TRESPASS,41.902365801,-87.71685473299999
190086,2019-08,WEAPONS VIOLATION,41.902365801,-87.71685473299999
190102,2019-08,BATTERY,41.902370456999996,-87.76565911
190103,2019-08,ASSAULT,41.902370456999996,-87.76565911
190104,2019-08,THEFT,41.902370456999996,-87.76565911
190109,2019-08,BATTERY,41.902370456999996,-87.76565911
190113,2019-08,MOTOR VEHICLE THEFT,41.902388858,-87.76383328
190173,2019-08,CRIMINAL TRESPASS,41.902443046,-87.74038195899999
190187,2019-08,MOTOR VEHICLE THEFT,41.902455031,-87.632873247
190195,2019-08,BATTERY,41.902460224,-87.76383631899999
190220,2019-08,THEFT,41.902522915,-87.63140683
190227,2019-08,DECEPTIVE PRACTICE,41.902522915,-87.63140683
190230,2019-08,DECEPTIVE PRACTICE,41.902522915,-87.63140683
190265,2019-08,PUBLIC PEACE VIOLATION,41.90255212,-87.71731211299999
190282,2019-08,CRIMINAL DAMAGE,41.902576214,-87.732214795
190299,2019-08,WEAPONS VIOLATION,41.902597448,-87.76383877299999
190317,2019-08,ROBBERY,41.902617308,-87.645188311
190343,2019-08,BATTERY,41.902644676,-87.728008125
190350,2019-08,THEFT,41.90265577,-87.62845565100001
190368,2019-08,ASSAULT,41.902664731,-87.726608375
190370,2019-08,THEFT,41.902664731,-87.726608375
190375,2019-08,BATTERY,41.902670403,-87.62994688200001
190386,2019-08,ROBBERY,41.902674167,-87.673579279
190394,2019-08,THEFT,41.902678618,-87.725601735
190429,2019-08,THEFT,41.902683255999996,-87.628462695
190432,2019-08,MOTOR VEHICLE THEFT,41.902684992,-87.64092646
190434,2019-08,NARCOTICS,41.902686599,-87.724518009
190438,2019-08,BATTERY,41.902688642,-87.72438574799999
190439,2019-08,THEFT,41.902688642,-87.72438574799999
190445,2019-08,NARCOTICS,41.902690815,-87.770530864
190453,2019-08,NARCOTICS,41.902696084,-87.723202846
190483,2019-08,MOTOR VEHICLE THEFT,41.902709565,-87.76931848
190486,2019-08,OTHER OFFENSE,41.90271022,-87.721733355
190487,2019-08,OTHER OFFENSE,41.90271022,-87.721733355
190514,2019-08,CRIMINAL DAMAGE,41.902727825,-87.774174547
190522,2019-08,NARCOTICS,41.902732917,-87.71930135299999
190523,2019-08,BATTERY,41.902732917,-87.71930135299999
190533,2019-08,NARCOTICS,41.902738782,-87.718346215
190541,2019-08,NARCOTICS,41.902738881,-87.718364581
190571,2019-08,WEAPONS VIOLATION,41.902751256,-87.71708979600001
190573,2019-08,BATTERY,41.902752798,-87.716865704
190576,2019-08,WEAPONS VIOLATION,41.902752798,-87.716865704
190589,2019-08,THEFT,41.902764906,-87.77053021399999
190609,2019-08,THEFT,41.902765473,-87.657661545
190624,2019-08,BATTERY,41.902789718,-87.71099159100001
190630,2019-08,DECEPTIVE PRACTICE,41.902790057,-87.71105403600001
190637,2019-08,THEFT,41.902792639,-87.63288425100001
190638,2019-08,ROBBERY,41.902792639,-87.63288425100001
190659,2019-08,BATTERY,41.902800598,-87.770533574
190661,2019-08,THEFT,41.902801495,-87.77296168299999
190663,2019-08,OTHER OFFENSE,41.902805465,-87.709342084
190668,2019-08,THEFT,41.902808075,-87.736154175
190670,2019-08,OTHER OFFENSE,41.902811108,-87.631414693
190686,2019-08,OTHER OFFENSE,41.902820245,-87.70802319100001
190693,2019-08,BATTERY,41.902822092,-87.76932116299999
190697,2019-08,BATTERY,41.902825075,-87.707398667
190711,2019-08,PUBLIC PEACE VIOLATION,41.902829815,-87.638551885
190721,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.902840626999996,-87.67724728600001
190741,2019-08,NARCOTICS,41.902881088,-87.663813263
190745,2019-08,BATTERY,41.902888484,-87.63420195100001
190763,2019-08,WEAPONS VIOLATION,41.902901716,-87.758263516
190770,2019-08,OTHER OFFENSE,41.902910635,-87.69848983600001
190779,2019-08,DECEPTIVE PRACTICE,41.902919845,-87.69767425
190791,2019-08,ASSAULT,41.902922668,-87.697193006
190798,2019-08,CRIMINAL DAMAGE,41.902923197,-87.69728850899999
190802,2019-08,ASSAULT,41.902923197,-87.69728850899999
190812,2019-08,NARCOTICS,41.902930487,-87.77296422799999
190817,2019-08,THEFT,41.902934844,-87.726311945
190819,2019-08,DECEPTIVE PRACTICE,41.902935697,-87.695583927
190827,2019-08,BURGLARY,41.902937339,-87.695385547
190833,2019-08,BATTERY,41.90293789,-87.695484724
190854,2019-08,ASSAULT,41.902940868,-87.695032866
190876,2019-08,CRIMINAL DAMAGE,41.902957531999995,-87.69309681700001
190882,2019-08,THEFT,41.90295915,-87.692894763
190910,2019-08,BATTERY,41.902965587,-87.640129975
190913,2019-08,THEFT,41.902967774000004,-87.726311633
190916,2019-08,WEAPONS VIOLATION,41.902969343,-87.77417978700001
190920,2019-08,BATTERY,41.902974842,-87.691281983
190928,2019-08,BATTERY,41.902977278,-87.691226857
190929,2019-08,THEFT,41.902977432,-87.628551295
190931,2019-08,BATTERY,41.902978911999995,-87.691028477
190946,2019-08,BURGLARY,41.902991231,-87.68979776299999
190955,2019-08,THEFT,41.903000999,-87.688603809
190985,2019-08,BATTERY,41.903042134,-87.77054247299999
190998,2019-08,SEX OFFENSE,41.903063771999996,-87.764352581
191009,2019-08,CRIM SEXUAL ASSAULT,41.903077492,-87.683673325
191019,2019-08,SEX OFFENSE,41.903077492,-87.683673325
191026,2019-08,OTHER OFFENSE,41.903077492,-87.683673325
191029,2019-08,THEFT,41.903077492,-87.683673325
191051,2019-08,BATTERY,41.903077492,-87.683673325
191059,2019-08,CRIMINAL DAMAGE,41.903082317,-87.76255979
191063,2019-08,THEFT,41.903085193,-87.762034466
191069,2019-08,THEFT,41.903092416999996,-87.682916451
191076,2019-08,BATTERY,41.903096225,-87.736155164
191090,2019-08,CRIMINAL TRESPASS,41.903113054,-87.643199348
191100,2019-08,CRIMINAL DAMAGE,41.903113054,-87.643199348
191102,2019-08,OTHER OFFENSE,41.903113054,-87.643199348
191109,2019-08,BATTERY,41.903113054,-87.643199348
191135,2019-08,ROBBERY,41.903125898,-87.632182661
191139,2019-08,BATTERY,41.903125898,-87.632182661
191151,2019-08,THEFT,41.903127397,-87.680858986
191156,2019-08,THEFT,41.903129139,-87.680682645
191175,2019-08,DECEPTIVE PRACTICE,41.903139736,-87.63445267600001
191183,2019-08,CRIMINAL DAMAGE,41.903142333000005,-87.756994027
191188,2019-08,NARCOTICS,41.903143435,-87.726317316
191197,2019-08,CRIM SEXUAL ASSAULT,41.903150395,-87.756413555
191244,2019-08,THEFT,41.90316534,-87.629210442
191245,2019-08,ROBBERY,41.90316534,-87.629210442
191253,2019-08,THEFT,41.90316534,-87.629210442
191260,2019-08,DECEPTIVE PRACTICE,41.903166488000004,-87.678566378
191283,2019-08,CRIMINAL DAMAGE,41.903169131,-87.75468320600001
191289,2019-08,THEFT,41.90317204,-87.628960576
191291,2019-08,ROBBERY,41.90317204,-87.628960576
191302,2019-08,THEFT,41.90317897,-87.67786830200001
191314,2019-08,THEFT,41.903183474,-87.646247521
191343,2019-08,ROBBERY,41.903203253,-87.627340259
191346,2019-08,BATTERY,41.903203608000005,-87.676417051
191360,2019-08,CRIMINAL DAMAGE,41.903218421999995,-87.675649156
191364,2019-08,OTHER OFFENSE,41.903221192,-87.626241711
191366,2019-08,DECEPTIVE PRACTICE,41.903222669,-87.67543238100001
191372,2019-08,DECEPTIVE PRACTICE,41.90322415,-87.67521196
191373,2019-08,THEFT,41.90322415,-87.67521196
191376,2019-08,BATTERY,41.903224996,-87.74945542200001
191382,2019-08,BATTERY,41.903227348,-87.749378259
191409,2019-08,THEFT,41.903249515,-87.67341539899999
191410,2019-08,ASSAULT,41.903249515,-87.67341539899999
191411,2019-08,THEFT,41.903249515,-87.67341539899999
191413,2019-08,OTHER OFFENSE,41.903249515,-87.67341539899999
191419,2019-08,THEFT,41.903261861,-87.672698955
191421,2019-08,THEFT,41.903269895,-87.719134578
191422,2019-08,DECEPTIVE PRACTICE,41.903277701,-87.671637174
191465,2019-08,CRIMINAL TRESPASS,41.903304304,-87.670064675
191476,2019-08,ASSAULT,41.903304304,-87.670064675
191487,2019-08,THEFT,41.903304304,-87.670064675
191503,2019-08,BATTERY,41.90330591,-87.63290068100001
191504,2019-08,THEFT,41.903311926,-87.669484196
191507,2019-08,BATTERY,41.903314652,-87.765694828
191540,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.903327101,-87.631427409
191555,2019-08,BATTERY,41.903335416,-87.668326825
191564,2019-08,THEFT,41.903343349000004,-87.66780144299999
191593,2019-08,THEFT,41.903378380999996,-87.664384795
191594,2019-08,THEFT,41.903378801,-87.67970664399999
191621,2019-08,DECEPTIVE PRACTICE,41.903409445,-87.63143018
191631,2019-08,THEFT,41.903423165,-87.63143003
191637,2019-08,DECEPTIVE PRACTICE,41.903424516,-87.661945158
191642,2019-08,THEFT,41.903433214,-87.721454621
191649,2019-08,CRIMINAL DAMAGE,41.903444351,-87.734498875
191652,2019-08,BATTERY,41.903446175,-87.734322533
191656,2019-08,ASSAULT,41.903449887,-87.72510952799999
191658,2019-08,NARCOTICS,41.903449887,-87.72510952799999
191659,2019-08,BATTERY,41.903449887,-87.72510952799999
191661,2019-08,BATTERY,41.90345033,-87.660728983
191679,2019-08,OTHER OFFENSE,41.903477711,-87.659314425
191689,2019-08,ASSAULT,41.903478069,-87.631433102
191725,2019-08,THEFT,41.903480337,-87.628666987
191730,2019-08,BURGLARY,41.903485853,-87.731938102
191734,2019-08,THEFT,41.90349641,-87.674834474
191746,2019-08,THEFT,41.903509764,-87.717806169
191772,2019-08,BATTERY,41.90352381,-87.66674162
191781,2019-08,DECEPTIVE PRACTICE,41.90352381,-87.66674162
191800,2019-08,THEFT,41.90352381,-87.66674162
191805,2019-08,THEFT,41.90352381,-87.66674162
191838,2019-08,BATTERY,41.903529422,-87.729781385
191846,2019-08,ASSAULT,41.903529422,-87.729781385
191871,2019-08,THEFT,41.903561493000005,-87.653509519
191880,2019-08,CRIM SEXUAL ASSAULT,41.903563633000005,-87.72741904200001
191890,2019-08,THEFT,41.903567165,-87.76570361200001
191893,2019-08,CRIMINAL TRESPASS,41.903567803,-87.72716920799999
191910,2019-08,ASSAULT,41.903571107,-87.682158539
191913,2019-08,NARCOTICS,41.903583874,-87.71780913
191926,2019-08,THEFT,41.903611174,-87.65032044899999
191933,2019-08,THEFT,41.903623535,-87.66690221399999
191952,2019-08,THEFT,41.903658881,-87.73617196100001
191955,2019-08,THEFT,41.903672621,-87.73617550700001
191963,2019-08,CRIMINAL DAMAGE,41.903678692,-87.645540584
191964,2019-08,CRIMINAL DAMAGE,41.903678692,-87.645540584
191968,2019-08,THEFT,41.903686719,-87.64504825700001
191986,2019-08,BATTERY,41.903700111,-87.644078325
192002,2019-08,BATTERY,41.903715131,-87.71059689299999
192018,2019-08,ASSAULT,41.903722859,-87.70999804600001
192041,2019-08,THEFT,41.903744553,-87.64142929399999
192056,2019-08,BATTERY,41.903750913,-87.667099256
192084,2019-08,THEFT,41.903762160999996,-87.640253602
192088,2019-08,DECEPTIVE PRACTICE,41.903762254,-87.720375159
192089,2019-08,ASSAULT,41.903762669,-87.67484643200001
192115,2019-08,WEAPONS VIOLATION,41.903775756,-87.639324074
192135,2019-08,THEFT,41.903775756,-87.639324074
192139,2019-08,THEFT,41.903775756,-87.639324074
192143,2019-08,BATTERY,41.903775756,-87.639324074
192160,2019-08,THEFT,41.903775756,-87.639324074
192164,2019-08,THEFT,41.903775756,-87.639324074
192169,2019-08,ASSAULT,41.903775756,-87.639324074
192218,2019-08,THEFT,41.903775756,-87.639324074
192230,2019-08,THEFT,41.903775756,-87.639324074
192271,2019-08,THEFT,41.903789944,-87.638493721
192289,2019-08,THEFT,41.903795864,-87.638111619
192324,2019-08,CRIMINAL DAMAGE,41.903833426,-87.68827951700001
192341,2019-08,DECEPTIVE PRACTICE,41.903851922,-87.73371996700001
192344,2019-08,THEFT,41.903852765,-87.731258743
192345,2019-08,BATTERY,41.903852765,-87.731258743
192375,2019-08,DECEPTIVE PRACTICE,41.903867118,-87.633577809
192379,2019-08,ASSAULT,41.903867476,-87.63363658
192383,2019-08,ROBBERY,41.903869302,-87.63348594899999
192397,2019-08,DECEPTIVE PRACTICE,41.903885565,-87.632552715
192398,2019-08,THEFT,41.903885565,-87.632552715
192408,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.903890970999996,-87.632089801
192409,2019-08,CRIMINAL TRESPASS,41.903890970999996,-87.632089801
192412,2019-08,THEFT,41.903891052,-87.688278937
192416,2019-08,ROBBERY,41.903892301999996,-87.63185835899999
192420,2019-08,THEFT,41.903892301999996,-87.63185835899999
192428,2019-08,THEFT,41.903892301999996,-87.63185835899999
192446,2019-08,THEFT,41.903892301999996,-87.63185835899999
192452,2019-08,BATTERY,41.903892301999996,-87.63185835899999
192460,2019-08,BATTERY,41.903892301999996,-87.63185835899999
192490,2019-08,THEFT,41.903894777,-87.63181425100001
192528,2019-08,THEFT,41.903919035,-87.63039603200001
192529,2019-08,THEFT,41.903919035,-87.63039603200001
192541,2019-08,CRIMINAL TRESPASS,41.903919035,-87.63039603200001
192546,2019-08,THEFT,41.903919035,-87.63039603200001
192548,2019-08,PROSTITUTION,41.903925639,-87.72633562200001
192549,2019-08,CRIMINAL DAMAGE,41.903927441,-87.767529805
192562,2019-08,BATTERY,41.903929334000004,-87.767357136
192572,2019-08,BATTERY,41.903929378,-87.62939674
192582,2019-08,THEFT,41.903931469,-87.62929018700001
192603,2019-08,THEFT,41.903931469,-87.62929018700001
192618,2019-08,BATTERY,41.903933222,-87.62912853600001
192619,2019-08,THEFT,41.903933222,-87.62912853600001
192620,2019-08,LIQUOR LAW VIOLATION,41.903933222,-87.62912853600001
192621,2019-08,BATTERY,41.903933222,-87.62912853600001
192623,2019-08,BATTERY,41.903933650999996,-87.68951279
192626,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.903933808000005,-87.629224039
192627,2019-08,ROBBERY,41.9039352,-87.629003616
192642,2019-08,CRIMINAL DAMAGE,41.903959785,-87.62764416799999
192644,2019-08,ASSAULT,41.903960956,-87.76486992
192670,2019-08,CRIMINAL DAMAGE,41.90398515,-87.762555422
192692,2019-08,THEFT,41.903996883000005,-87.64323023799999
192700,2019-08,THEFT,41.903996883000005,-87.64323023799999
192717,2019-08,THEFT,41.903996883000005,-87.64323023799999
192726,2019-08,THEFT,41.903996883000005,-87.64323023799999
192733,2019-08,THEFT,41.903996883000005,-87.64323023799999
192755,2019-08,THEFT,41.903996883000005,-87.64323023799999
192773,2019-08,THEFT,41.903996883000005,-87.64323023799999
192788,2019-08,THEFT,41.903996883000005,-87.64323023799999
192789,2019-08,THEFT,41.903996883000005,-87.64323023799999
192802,2019-08,THEFT,41.903996883000005,-87.64323023799999
192804,2019-08,THEFT,41.903996883000005,-87.64323023799999
192811,2019-08,THEFT,41.903996883000005,-87.64323023799999
192813,2019-08,THEFT,41.903996883000005,-87.64323023799999
